Date, AQI Value,Main Pollutant,County,Site Name,Site ID,Source,20-year High (1980-2019),20-year Low (1980-2019),5-year Average (2015-2019)
1/1/2020,24,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,63,6,30.8
1/2/2020,31,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,58,17,33.4
1/3/2020,23,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,41,13,32.2
1/4/2020,34,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,59,15,28.6
1/5/2020,27,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,59,12,28.6
1/6/2020,26,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,64,17,32.4
1/7/2020,29,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,56,20,34.8
1/8/2020,30,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,65,14,33.8
1/9/2020,25,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,54,16,35
1/10/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,56,9,32.2
1/11/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,62,24,31.4
1/12/2020,30,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,51,15,30.6
1/13/2020,28,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,60,19,31.8
1/14/2020,21,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,64,8,30.6
1/15/2020,48,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,67,15,43.8
1/16/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,63,18,41
1/17/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,68,13,33.2
1/18/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,49,8,35
1/19/2020,28,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,75,16,38.6
1/20/2020,36,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,63,10,28
1/21/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,53,13,35.6
1/22/2020,28,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,66,11,36
1/23/2020,45,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,58,17,33.4
1/24/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,63,10,33
1/25/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,62,22,33.2
1/26/2020,21,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,51,18,32.2
1/27/2020,26,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,57,15,33.4
1/28/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,72,19,31.6
1/29/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,71,7,37
1/30/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,71,11,34
1/31/2020,33,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,54,17,37.8
2/1/2020,29,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,63,17,34.8
2/2/2020,52,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,68,14,39.6
2/3/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,65,22,41.6
2/4/2020,34,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,59,9,37.6
2/5/2020,29,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,68,20,40
2/6/2020,24,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,63,18,37.6
2/7/2020,29,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,167,15,33.6
2/8/2020,33,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,60,15,39
2/9/2020,32,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,65,26,36
2/10/2020,28,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,69,16,33
2/11/2020,22,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,66,24,33.6
2/12/2020,30,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,58,26,35.6
2/13/2020,31,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,46,18,34
2/14/2020,29,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,56,19,34
2/15/2020,28,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,59,27,35.2
2/16/2020,29,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,62,21,33.4
2/17/2020,40,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,53,26,37.2
2/18/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,48,20,35.4
2/19/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,56,19,37.4
2/20/2020,34,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,83,26,34.8
2/21/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,65,13,41.4
2/22/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,63,23,34
2/23/2020,38,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,52,20,37.4
2/24/2020,33,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,51,20,31.6
2/25/2020,30,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,39,26,33.2
2/26/2020,35,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,45,22,31.6
2/27/2020,35,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,67,19,34.6
2/28/2020,33,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,46,23,38
2/29/2020,33,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,46,32,.
3/1/2020,38,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,68,26,43.6
3/2/2020,41,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,47,29,38.4
3/3/2020,44,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,62,27,41.2
3/4/2020,36,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,63,28,41.4
3/5/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,55,29,39.2
3/6/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,55,24,44
3/7/2020,36,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,69,31,51
3/8/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,62,34,48.2
3/9/2020,38,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,68,35,47.8
3/10/2020,34,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,59,31,46.4
3/11/2020,30,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,58,32,41.2
3/12/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,64,24,38.8
3/13/2020,38,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,75,31,40.2
3/14/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,69,31,39.8
3/15/2020,33,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,62,26,36.8
3/16/2020,39,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,58,29,44.8
3/17/2020,33,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,44,31,41.4
3/18/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,60,33,42.6
3/19/2020,30,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,66,31,40
3/20/2020,41,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,61,33,42.2
3/21/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,77,21,39.4
3/22/2020,32,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,74,32,41.8
3/23/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,58,31,42.2
3/24/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,67,29,46.2
3/25/2020,21,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,80,19,40.6
3/26/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,64,32,39.2
3/27/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,67,25,37
3/28/2020,36,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,79,30,37.6
3/29/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,51,26,40.2
3/30/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,87,28,40.6
3/31/2020,36,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,101,31,42.2
4/1/2020,39,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,55,31,38.6
4/2/2020,41,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,67,33,42.6
4/3/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,64,33,46.6
4/4/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,61,32,42.2
4/5/2020,29,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,54,33,42
4/6/2020,35,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,74,32,43.2
4/7/2020,31,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,70,31,42.2
4/8/2020,44,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,71,28,41.2
4/9/2020,44,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,64,34,40.6
4/10/2020,36,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,71,31,43.4
4/11/2020,40,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,64,29,44
4/12/2020,41,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,61,32,49.2
4/13/2020,19,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,58,35,43.4
4/14/2020,19,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,59,27,40.8
4/15/2020,40,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,71,20,42.4
4/16/2020,40,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,136,20,46
4/17/2020,31,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,100,34,39.6
4/18/2020,33,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,105,30,45.4
4/19/2020,24,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,150,31,47.6
4/21/2020,38,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,51,35,42
4/22/2020,40,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,76,26,40.6
4/23/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,108,28,42.4
4/24/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,112,36,46.4
4/25/2020,42,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,74,32,41.8
4/26/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,105,21,45.4
4/27/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,67,25,42.2
4/28/2020,35,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,115,24,45.2
4/29/2020,40,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,84,33,44
4/30/2020,40,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,101,25,41.6
5/1/2020,39,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,136,29,53.6
5/2/2020,38,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,150,27,49.4
5/3/2020,36,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,156,27,45.4
5/4/2020,42,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,147,23,43.4
5/5/2020,38,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,101,26,40
5/6/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,133,28,40.8
5/7/2020,42,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,115,30,41.8
5/8/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,136,34,43.8
5/9/2020,28,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,108,32,43
5/10/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,122,21,36.4
5/11/2020,33,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,151,21,39.6
5/12/2020,34,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,112,33,48.4
5/13/2020,25,PM2.5,Atlantic,Brigantine,34-001-0006,AirNow,64,32,40.6
5/14/2020,44,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,61,25,41
5/15/2020,42,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,97,31,43.2
5/16/2020,44,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,90,32,45.4
5/17/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,101,31,43.4
5/18/2020,39,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,67,33,48.8
5/19/2020,37,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,79,31,43.6
5/20/2020,32,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,101,31,44.8
5/21/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,115,31,40.2
5/22/2020,31,Ozone,Atlantic,Brigantine,34-001-0006,AirNow,77,21,43.6
1/1/2020,8,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,93,9,31.4
1/2/2020,53,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,64,3,36
1/3/2020,68,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,66,2,43
1/4/2020,59,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,66,6,35.6
1/5/2020,6,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,80,2,29
1/6/2020,36,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,102,9,34
1/7/2020,40,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,96,2,40.6
1/8/2020,32,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,75,6,56
1/9/2020,17,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,74,3,45.33333333
1/10/2020,45,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,65,9,41
1/11/2020,45,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,121,9,69.5
1/12/2020,18,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,66,2,45.33333333
1/13/2020,41,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,114,7,25
1/14/2020,60,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,74,2,33
1/15/2020,62,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,105,2,62.25
1/16/2020,55,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,116,6,58.4
1/17/2020,13,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,65,6,36.66666667
1/18/2020,32,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,75,3,56
1/19/2020,20,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,88,0,38
1/20/2020,18,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,69,15,33.75
1/21/2020,25,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,62,5,34.75
1/22/2020,51,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,96,10,51.2
1/23/2020,76,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,106,5,44
1/24/2020,76,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,68,12,35.25
1/25/2020,50,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,81,6,30.6
1/26/2020,22,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,63,15,40
1/27/2020,26,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,58,15,40.5
1/28/2020,14,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,82,8,37.2
1/29/2020,11,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,99,2,50.25
2/4/2020,68,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,81,10,49.5
2/5/2020,20,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,99,13,43
2/6/2020,33,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,72,22,40
2/7/2020,33,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,92,8,50
2/8/2020,25,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,81,1,42
2/9/2020,44,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,84,4,30.33333333
2/10/2020,45,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,96,20,41.75
2/11/2020,53,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,99,31,51.5
2/12/2020,33,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,62,16,38.2
2/13/2020,46,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,56,22,30.5
2/14/2020,31,Ozone,Bergen,Leonia,34-003-0006,AirNow,72,5,47.5
2/15/2020,28,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,94,18,63.2
2/16/2020,47,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,145,5,36.4
2/17/2020,43,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,67,19,35.5
2/18/2020,52,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,74,13,43.6
2/19/2020,34,Ozone,Bergen,Leonia,34-003-0006,AirNow,81,9,46.25
2/20/2020,32,Ozone,Bergen,Leonia,34-003-0006,AirNow,74,13,47.5
2/21/2020,19,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,78,6,44.2
2/22/2020,44,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,89,20,50
2/23/2020,54,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,88,21,51.2
2/24/2020,66,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,96,13,47
2/25/2020,62,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,83,13,39.75
2/26/2020,54,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,106,19,40
2/27/2020,33,Ozone,Bergen,Leonia,34-003-0006,AirNow,95,14,50
2/28/2020,32,Ozone,Bergen,Leonia,34-003-0006,AirNow,64,27,49.8
2/29/2020,33,Ozone,Bergen,Leonia,34-003-0006,AirNow,55,33,.
3/1/2020,38,Ozone,Bergen,Leonia,34-003-0006,AirNow,80,27,51
3/2/2020,56,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,95,11,47.25
3/3/2020,56,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,63,22,42
3/4/2020,34,Ozone,Bergen,Leonia,34-003-0006,AirNow,91,16,48
3/5/2020,32,Ozone,Bergen,Leonia,34-003-0006,AirNow,74,3,40
3/6/2020,35,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,69,21,40.25
3/7/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,96,19,60.8
3/8/2020,35,Ozone,Bergen,Leonia,34-003-0006,AirNow,73,17,50.4
3/9/2020,49,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,110,19,62.8
3/10/2020,64,Ozone,Bergen,Leonia,34-003-0006,AirNow,98,19,61
3/11/2020,74,Ozone,Bergen,Leonia,34-003-0006,AirNow,80,19,41.6
3/12/2020,47,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,75,12,34.2
3/13/2020,46,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,116,8,44
3/14/2020,37,Ozone,Bergen,Leonia,34-003-0006,AirNow,123,24,41.8
3/15/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,105,12,42.2
3/16/2020,37,Ozone,Bergen,Leonia,34-003-0006,AirNow,82,20,47.2
3/17/2020,39,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,66,19,43.8
3/18/2020,33,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,60,18,40
3/19/2020,33,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,70,24,43
3/20/2020,61,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,95,20,44.8
3/21/2020,41,Ozone,Bergen,Leonia,34-003-0006,AirNow,61,12,46
3/22/2020,40,Ozone,Bergen,Leonia,34-003-0006,AirNow,72,18,41
3/23/2020,19,PM2.5,Bergen,Fort Lee Near Road,34-003-0010,AirNow,71,24,42.6
3/24/2020,34,Ozone,Bergen,Leonia,34-003-0006,AirNow,54,31,46
3/25/2020,31,Ozone,Bergen,Leonia,34-003-0006,AirNow,72,21,53.2
3/26/2020,31,Ozone,Bergen,Leonia,34-003-0006,AirNow,79,9,45.2
3/27/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,74,28,42.2
3/28/2020,37,Ozone,Bergen,Leonia,34-003-0006,AirNow,71,13,50.6
3/29/2020,37,Ozone,Bergen,Leonia,34-003-0006,AirNow,78,16,52.2
3/30/2020,26,Ozone,Bergen,Leonia,34-003-0006,AirNow,97,23,47.6
3/31/2020,31,Ozone,Bergen,Leonia,34-003-0006,AirNow,88,23,42.2
4/1/2020,37,Ozone,Bergen,Leonia,34-003-0006,AirNow,83,21,40.4
4/2/2020,35,Ozone,Bergen,Leonia,34-003-0006,AirNow,95,22,41.8
4/3/2020,26,Ozone,Bergen,Leonia,34-003-0006,AirNow,91,25,47
4/4/2020,34,Ozone,Bergen,Leonia,34-003-0006,AirNow,68,28,41.4
4/5/2020,22,Ozone,Bergen,Leonia,34-003-0006,AirNow,60,30,43
4/6/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,68,7,49
4/7/2020,44,Ozone,Bergen,Leonia,34-003-0006,AirNow,79,22,46.2
4/8/2020,36,Ozone,Bergen,Leonia,34-003-0006,AirNow,61,19,43.2
4/9/2020,41,Ozone,Bergen,Leonia,34-003-0006,AirNow,72,13,43
4/10/2020,35,Ozone,Bergen,Leonia,34-003-0006,AirNow,106,31,47.8
4/11/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,80,24,50
4/12/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,73,10,51.8
4/13/2020,40,Ozone,Bergen,Leonia,34-003-0006,AirNow,67,23,51.6
4/14/2020,42,Ozone,Bergen,Leonia,34-003-0006,AirNow,82,26,48
4/15/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,90,28,42.8
4/16/2020,38,Ozone,Bergen,Leonia,34-003-0006,AirNow,115,18,46.2
4/17/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,119,19,41.6
4/18/2020,38,Ozone,Bergen,Leonia,34-003-0006,AirNow,100,28,52.6
4/19/2020,47,Ozone,Bergen,Leonia,34-003-0006,AirNow,93,28,43.2
4/20/2020,38,Ozone,Bergen,Leonia,34-003-0006,AirNow,133,21,43.8
4/21/2020,36,Ozone,Bergen,Leonia,34-003-0006,AirNow,86,14,46.8
4/22/2020,38,Ozone,Bergen,Leonia,34-003-0006,AirNow,74,19,46
4/23/2020,32,Ozone,Bergen,Leonia,34-003-0006,AirNow,76,24,40.8
4/24/2020,30,Ozone,Bergen,Leonia,34-003-0006,AirNow,70,19,40.8
4/25/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,83,23,40
4/26/2020,38,Ozone,Bergen,Leonia,34-003-0006,AirNow,71,14,37.4
4/27/2020,35,Ozone,Bergen,Leonia,34-003-0006,AirNow,90,28,35.2
4/28/2020,40,Ozone,Bergen,Leonia,34-003-0006,AirNow,90,25,48.4
4/29/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,58,29,39.4
4/30/2020,42,Ozone,Bergen,Leonia,34-003-0006,AirNow,62,17,43.8
5/1/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,105,22,51.6
5/2/2020,38,Ozone,Bergen,Leonia,34-003-0006,AirNow,101,18,57
5/3/2020,47,Ozone,Bergen,Leonia,34-003-0006,AirNow,136,24,52.6
5/4/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,143,18,56.6
5/5/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,80,19,47.4
5/6/2020,33,Ozone,Bergen,Leonia,34-003-0006,AirNow,80,19,38.8
5/7/2020,42,Ozone,Bergen,Leonia,34-003-0006,AirNow,77,22,40.4
5/8/2020,32,Ozone,Bergen,Leonia,34-003-0006,AirNow,79,20,45
5/9/2020,29,Ozone,Bergen,Leonia,34-003-0006,AirNow,98,14,48.8
5/10/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,112,23,45.2
5/11/2020,34,Ozone,Bergen,Leonia,34-003-0006,AirNow,112,18,47.6
5/12/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,100,28,48.4
5/13/2020,43,Ozone,Bergen,Leonia,34-003-0006,AirNow,93,22,37.8
5/14/2020,44,Ozone,Bergen,Leonia,34-003-0006,AirNow,69,26,49.4
5/15/2020,50,Ozone,Bergen,Leonia,34-003-0006,AirNow,105,14,46
5/16/2020,42,Ozone,Bergen,Leonia,34-003-0006,AirNow,90,14,45.8
5/17/2020,42,Ozone,Bergen,Leonia,34-003-0006,AirNow,112,20,65.6
5/18/2020,44,Ozone,Bergen,Leonia,34-003-0006,AirNow,112,25,61.8
5/19/2020,39,Ozone,Bergen,Leonia,34-003-0006,AirNow,74,25,54
5/20/2020,40,Ozone,Bergen,Leonia,34-003-0006,AirNow,70,25,46
5/21/2020,33,Ozone,Bergen,Leonia,34-003-0006,AirNow,87,20,39.8
5/22/2020,35,Ozone,Bergen,Leonia,34-003-0006,AirNow,108,17,44
1/1/2020,30,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,101,22,37.6
1/2/2020,52,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,63,11,42.25
1/3/2020,41,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,58,16,43
1/4/2020,46,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,86,17,39
1/5/2020,30,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,85,16,32.4
1/6/2020,42,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,89,19,52.4
1/7/2020,38,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,87,23,45.6
1/8/2020,45,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,74,7,44.4
1/9/2020,24,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,80,15,47.2
1/10/2020,32,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,67,17,41.8
1/11/2020,30,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,80,23,50
1/12/2020,51,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,63,16,40
1/13/2020,30,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,105,24,46.6
1/14/2020,32,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,76,20,39.8
1/15/2020,60,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,89,20,62.6
1/16/2020,55,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,89,24,65.2
1/17/2020,32,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,71,12,38.8
1/18/2020,28,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,82,5,55.4
1/19/2020,43,PM2.5,Camden,Camden Spruce Street,34-007-0002,AirNow,88,6,51.8
1/20/2020,37,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,77,19,51.6
1/21/2020,32,Ozone,Camden,Camden Spruce Street,34-007-0002,AirNow,75,19,49.2
